key,tip_label,scientific,order,family,primary_lifestyle,dim_proxy,dim_bin,hwi,dichromatism,male_plumage,female_plumage,spur_hi,marc_poly,marc_lek,lislevand,english_name,mating_system,display_num,resource,harem,lek,polyandry,ssd_mass,ssd_tarsus,ssd_wing,ssd_tail,ssd_bill,body_mass_mean,body_size_log
gerygone ruficollis,Gerygone_ruficollis,Gerygone ruficollis,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,18.7,-0.5555555500000011,43.05555556,43.61111111,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.9459101490553132
gerygone sulphurea,Gerygone_sulphurea,Gerygone sulphurea,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,17.5,-3.888888890000004,48.88888889,52.77777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.7227665977411035
gerygone tenebrosa,Gerygone_tenebrosa,Gerygone tenebrosa,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,14.9,-1.9444444499999989,43.61111111,45.55555556,NA,0,0,TRUE,Dusky Gerygone,NA,1,1,NA,NA,NA,0.11477551459242825,0.03457134406508872,0.06985829776338036,0.0427618593380817,0.03922071315328133,7.8500000000000005,2.0605135317943173
hylacola cauta,Hylacola_cauta,Hylacola cauta,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,10.8,6.805555550000001,45.69444444,38.88888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.21,2.7219531062712017
hylacola pyrrhopygia,Hylacola_pyrrhopygia,Hylacola pyrrhopygia,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,8.9,1.25,40.83333333,39.58333333,NA,0,0,TRUE,Chestnut-rumped Hylacola,NA,1,1,NA,NA,NA,0.08388148398070203,0.056887374402051424,0.0408219945202552,NA,0.06230388333615484,16.7,2.8154087194227095
mohoua albicilla,Mohoua_albicilla,Mohoua albicilla,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,19.9,0.8333333399999958,51.66666667,50.83333333,NA,0,0,TRUE,Whitehead,2,3,NA,0,0,0,0.25131442828090617,0.0458095360312942,0.06850038194239964,0.03762671098562193,0.07466152876901956,16,2.772588722239781
mohoua novaeseelandiae,Mohoua_novaeseelandiae,Mohoua novaeseelandiae,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,20.2,-2.777777779999994,42.36111111,45.13888889,NA,0,0,TRUE,Pipipi,2,3,2,0,0,0,0.1973594341584952,0.04495138786226627,0.06957852304102605,0.055244171295231154,0.04725288485054551,12.2,2.501435951739211
mohoua ochrocephala,Mohoua_ochrocephala,Mohoua ochrocephala,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,19.3,-1.805555560000002,48.19444444,50,NA,0,0,TRUE,Yellowhead,2,1,0,0,0,0,0.12629372532429206,0.037041271680349076,0.06502289993125078,0.05833016574291116,0,27.75,3.3232358401924436
oreoscopus gutturalis,Oreoscopus_gutturalis,Oreoscopus gutturalis,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,13,-0.8333333300000021,50.13888889,50.97222222,NA,0,0,TRUE,Fernwren,NA,NA,2,NA,NA,NA,0.24214005200486496,0.03603993648319687,0.038794624337753075,0.021187233219443845,0.026668247082161273,16.6,2.8094026953624978
origma solitaria,Origma_solitaria,Origma solitaria,Passeriformes,Acanthizidae,Generalist,intermediate,NA,13,-6.388888889999997,40.27777778,46.66666667,NA,0,0,TRUE,Origma,NA,NA,2,NA,NA,NA,0.04879016416943205,0.004395611473038129,0.014051753455650287,0.008841790581461012,0.012903404835907782,14.35,2.66374994220563
pycnoptilus floccosus,Pycnoptilus_floccosus,Pycnoptilus floccosus,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,12.4,-2.083333340000003,41.94444444,44.02777778,NA,0,0,TRUE,Pilotbird,2,1,2,0,0,0,-0.0506437328187548,0.0393493387885479,0.06562018700831217,NA,0.0425596144187959,31.6,3.4531571205928664
pyrrholaemus brunneus,Pyrrholaemus_brunneus,Pyrrholaemus brunneus,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,10.7,-9.166666669999998,38.75,47.91666667,NA,0,0,TRUE,Redthroat,2,1,2,0,0,0,0.06782259633876109,0.04359043607486177,0.04870213987466979,NA,0.01526747213078838,11.8,2.468099531471619
sericornis arfakianus,Sericornis_arfakianus,Sericornis arfakianus,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,12.3,-0.5555555500000011,40.13888889,40.69444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,2.163323025660538
sericornis beccarii,Sericornis_beccarii,Sericornis beccarii,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,14.1,2.638888889999997,47.63888889,45,NA,0,0,TRUE,Beccari's Scrubwren,2,NA,NA,0,0,0,0.035718082602079246,0.057432049085875396,0.05878807400913334,NA,0.06713930283762852,11.2,2.4159137783010487
sericornis citreogularis,Sericornis_citreogularis,Sericornis citreogularis,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,16,3.611111110000003,47.77777778,44.16666667,NA,0,0,TRUE,Yellow-throated Scrubwren,2,1,1,0,0,0,0.06099451270284193,0.02540971552536822,0.028681211246718515,NA,0,16.4,2.797281334830153
sericornis frontalis,Sericornis_frontalis,Sericornis frontalis,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,12.7,2.22222223,49.16666667,46.94444444,NA,0,0,TRUE,White-browed Scrubwren,2,1,2,0,0,0,0.05406722127027579,0.023202897079663793,0.033901551675681416,0.05151353445010796,0.021202207650603124,12.95,2.5610957881455465
sericornis humilis,Sericornis_humilis,Sericornis humilis,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,12.3,1.25,45.27777778,44.02777778,NA,0,0,TRUE,Brown Scrubwren,NA,1,NA,NA,NA,NA,0.14231622218025558,0.04499736593073572,0.06042105947476505,NA,0.03215711163453144,18.3,2.9069010598473755
sericornis keri,Sericornis_keri,Sericornis keri,Passeriformes,Acanthizidae,Terrestrial,more_2D,2D,10.4,0,37.63888889,37.63888889,NA,0,0,TRUE,Atherton Scrubwren,NA,NA,2,NA,NA,NA,0.10536051565782614,0.06280090123903023,0.06051976154265354,NA,-0.006825965070399871,11.4,2.4336133554004498
sericornis magnirostra,Sericornis_magnirostra,Sericornis magnirostra,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,16,0.5555555500000011,42.36111111,41.80555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,2.2823823856765264
sericornis nouhuysi,Sericornis_nouhuysi,Sericornis nouhuysi,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,11.8,-1.666666669999998,39.58333333,41.25,NA,0,0,TRUE,Large Scrubwren,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,17.1,2.8390784635086144
sericornis papuensis,Sericornis_papuensis,Sericornis papuensis,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,11.7,-0.9722222299999999,39.58333333,40.55555556,NA,0,0,TRUE,Papuan Scrubwren,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,11.2,2.4159137783010487
sericornis perspicillatus,Sericornis_perspicillatus,Sericornis perspicillatus,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,12.2,-2.5,35.55555556,38.05555556,NA,0,0,TRUE,Buff-faced Scrubwren,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,9,2.1972245773362196
sericornis rufescens,Sericornis_rufescens,Sericornis rufescens,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,14.9,0,37.63888889,37.63888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,2.1400661634962708
sericornis spilodera,Sericornis_spilodera,Sericornis spilodera,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,11.4,-0.4166666699999979,49.58333333,50,NA,0,0,TRUE,Pale-billed Scrubwren,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,11.7,2.4595888418037104
sericornis virgatus,Sericornis_virgatus,Sericornis virgatus,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,14.7,-1.666666670000005,41.38888889,43.05555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,2.517696472610991
smicrornis brevirostris,Smicrornis_brevirostris,Smicrornis brevirostris,Passeriformes,Acanthizidae,Insessorial,more_3D,3D,16.6,1.25,42.22222222,40.97222222,NA,0,0,TRUE,Weebill,2,1,1,0,0,0,-0.032789822822990956,-0.012739025777429826,0.02629069523171773,0,0,6.1,1.8082887711792655
aegithalos caudatus,Aegithalos_caudatus,Aegithalos caudatus,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,21.6,-1.9444444499999989,56.11111111,58.05555556,NA,0,0,TRUE,Long-tailed Tit,NA,4,NA,NA,NA,NA,NA,0.01801850550267843,0.02875597498730372,0.011865663276500762,0.026668247082161273,8.6,2.151762203259462
aegithalos concinnus,Aegithalos_concinnus,Aegithalos concinnus,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,17.6,-2.361111110000003,53.88888889,56.25,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.8082887711792655
aegithalos fuliginosus,Aegithalos_fuliginosus,Aegithalos fuliginosus,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,18.6,-4.166666659999997,45.55555556,49.72222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,1.7316555451583497
aegithalos iouschistos,Aegithalos_iouschistos,Aegithalos iouschistos,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,16,1.805555560000002,42.77777778,40.97222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.9459101490553132
aegithalos leucogenys,Aegithalos_leucogenys,Aegithalos leucogenys,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,16.6,-3.75,43.05555556,46.80555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.9021075263969205
aegithalos niveogularis,Aegithalos_niveogularis,Aegithalos niveogularis,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,15.1,0.694444439999998,49.44444444,48.75,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,2.0541237336955462
leptopoecile elegans,Leptopoecile_elegans,Leptopoecile elegans,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,16.2,4.02777777,48.19444444,44.16666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.21,1.8261608959453874
leptopoecile sophiae,Leptopoecile_sophiae,Leptopoecile sophiae,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,10.8,2.5,45.55555556,43.05555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1.9315214116032138
psaltria exilis,Psaltria_exilis,Psaltria exilis,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,13.4,-4.583333330000002,40.41666667,45,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.3862943611198906
psaltriparus minimus,Psaltriparus_minimus,Psaltriparus minimus,Passeriformes,Aegithalidae,Insessorial,more_3D,3D,19.4,1.666666669999998,41.66666667,40,NA,0,0,TRUE,Bushtit,NA,NA,NA,NA,NA,NA,NA,0.02955880224154443,0.02173998663640582,NA,NA,5.3,1.667706820558076
aegithina lafresnayei,Aegithina_lafresnayei,Aegithina lafresnayei,Passeriformes,Aegithinidae,Insessorial,more_3D,3D,8.6,-0.13888889000000404,44.16666667,44.30555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96,2.481567748522486
aegithina nigrolutea,Aegithina_nigrolutea,Aegithina nigrolutea,Passeriformes,Aegithinidae,Insessorial,more_3D,3D,12.4,7.638888890000004,56.52777778,48.88888889,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.83,2.4706386779902956
aegithina tiphia,Aegithina_tiphia,Aegithina tiphia,Passeriformes,Aegithinidae,Insessorial,more_3D,3D,10,17.361111110000003,57.77777778,40.41666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2.4849066497880004
aegithina viridissima,Aegithina_viridissima,Aegithina viridissima,Passeriformes,Aegithinidae,Insessorial,more_3D,3D,11.4,-2.361111120000004,41.94444444,44.30555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,2.5952547069568657
alaemon alaudipes,Alaemon_alaudipes,Alaemon alaudipes,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,28,0.1388888799999961,43.19444444,43.05555556,NA,0,0,TRUE,Greater Hoopoe-Lark,NA,NA,NA,NA,NA,NA,0.22024079165624832,0.09472725935645744,0.10709813555636712,0.09958470542943652,0.11086259281180968,38.75,3.657130755799356
alaemon hamertoni,Alaemon_hamertoni,Alaemon hamertoni,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,23.9,-2.916666659999997,44.02777778,46.94444444,NA,0,0,TRUE,Lesser Hoopoe-Lark,NA,NA,NA,NA,NA,NA,NA,0.3153846750011167,0.12805192685989697,NA,0.1153108465109944,43.7,3.7773481021015445
alauda arvensis,Alauda_arvensis,Alauda arvensis,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,34.7,-2.222222219999999,42.22222222,44.44444444,NA,0,0,TRUE,Eurasian Skylark,2,3,1,0,0,0,0.09898183354885098,0.036813973122716184,0.07974906503451566,0.07364328813049033,0.05264373348542188,36.400000000000006,3.594568774642695
alauda gulgula,Alauda_gulgula,Alauda gulgula,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,27.5,0.8333333300000021,38.61111111,37.77777778,NA,0,0,TRUE,Oriental Skylark,NA,NA,NA,NA,NA,NA,0.042232763623272995,0.016194685919980606,0.07168505487164527,0.04537640433805232,0.024692612590371414,26.05,3.260017768199376
alauda japonica,Alauda_japonica,Alauda japonica,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,26,NA,NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,3.6189933266497696
alauda razae,Alauda_razae,Alauda razae,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,21.1,-4.02777777,41.80555556,45.83333333,NA,0,0,TRUE,Razo Lark,NA,3,1,NA,NA,NA,NA,0.08080403241529613,0.08297440135936351,0.09364835972931507,0.19574457712609533,21.9,3.086486636822455
ammomanes cinctura,Ammomanes_cinctura,Ammomanes cinctura,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,27.7,-0.13888888999999693,47.08333333,47.22222222,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.13,2.8975680247667595
ammomanes deserti,Ammomanes_deserti,Ammomanes deserti,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,24.1,-1.25,40.41666667,41.66666667,NA,0,0,TRUE,Desert Lark,NA,NA,NA,NA,NA,NA,0.11034805716886541,0.02972618026520069,0.07808843697143662,0.08715455116125373,0.07327220110632551,25.4,3.2347491740244907
ammomanes grayi,Ammomanes_grayi,Ammomanes grayi,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,24.1,-0.6944444499999989,49.44444444,50.13888889,NA,0,0,TRUE,Gray's Lark,2,NA,NA,0,0,0,0.11668232008019801,0.018265347977293404,0.050643732818754936,NA,0.03367321510658781,21.45,3.065724645374026
ammomanes phoenicura,Ammomanes_phoenicura,Ammomanes phoenicura,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,28,2.083333330000002,38.33333333,36.25,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,3.242592351485517
calandrella acutirostris,Calandrella_acutirostris,Calandrella acutirostris,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,27.5,2.361111109999996,44.16666667,41.80555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.16,3.0037004432031678
calandrella brachydactyla,Calandrella_brachydactyla,Calandrella brachydactyla,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,34.5,-2.5,44.16666667,46.66666667,NA,0,0,TRUE,Greater Short-toed Lark,NA,NA,NA,NA,NA,NA,-0.04045495469231364,0.04359043607486177,0.06550919305736869,0.054164863217333846,0.00701757265864654,22.25,3.1023420086122493
calandrella cheleensis,Calandrella_cheleensis,Calandrella cheleensis,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,28.4,NA,NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.2,3.100092288878234
calandrella cinerea,Calandrella_cinerea,Calandrella cinerea,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,28.4,-0.9722222299999999,49.58333333,50.55555556,NA,0,0,TRUE,Red-capped Lark,2,NA,NA,0,0,0,0.04237922296886154,0.014184634991956381,0.059638266319731244,NA,0.02777956410707567,23.6,3.1612467120315646
calandrella raytal,Calandrella_raytal,Calandrella raytal,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,29,-0.555555560000002,47.5,48.05555556,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.49,2.9172300453990334
calandrella rufescens,Calandrella_rufescens,Calandrella rufescens,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,30.1,-0.277777780000001,44.02777778,44.30555556,NA,0,0,TRUE,Lesser Short-toed Lark,NA,NA,NA,NA,NA,NA,0.050430853626891904,NA,0.06884666196845138,0.08262502027700926,0.03306086226088821,23.799999999999997,3.1696855806774287
calandrella somalica,Calandrella_somalica,Calandrella somalica,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,28.2,-1.9444444499999989,46.94444444,48.88888889,NA,0,0,TRUE,Rufous Short-toed Lark,NA,NA,NA,NA,NA,NA,NA,0.009804000096620835,0.005851391768464087,NA,0.021978906718775382,24.1,3.1822118404966093
certhilauda albescens,Certhilauda_albescens,Certhilauda albescens,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,17.6,2.083333329999995,48.88888889,46.80555556,NA,0,0,TRUE,Karoo Lark,NA,NA,NA,NA,NA,NA,NA,0.012848142477849059,0.04280584099773685,NA,0.06488762220587502,32.6,3.484312288372662
certhilauda barlowi,Certhilauda_barlowi,Certhilauda barlowi,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,18.7,-2.222222219999999,44.30555556,46.52777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.06,3.3343450746743146
certhilauda burra,Certhilauda_burra,Certhilauda burra,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,19,-2.638888879999996,43.05555556,45.69444444,NA,0,0,TRUE,Ferruginous Lark,NA,NA,NA,NA,NA,NA,0.16034265007517948,0.06453852113757116,0.1064192770060684,NA,0.07673379423138943,37.5,3.624340932976365
certhilauda chuana,Certhilauda_chuana,Certhilauda chuana,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,21.6,1.111111110000003,42.36111111,41.25,NA,0,0,TRUE,Short-clawed Lark,NA,NA,NA,NA,NA,NA,NA,0.0832306541497237,0.11411330676742105,NA,0.10323624507674542,44.1,3.7864597824528
certhilauda curvirostris,Certhilauda_curvirostris,Certhilauda curvirostris,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,22.3,2.222222219999999,48.75,46.52777778,NA,0,0,TRUE,Long-billed Lark,NA,NA,NA,NA,NA,NA,NA,0.07563741420561998,0.07197349962508924,NA,0.19436989531012916,40.41,3.6990772790903823
certhilauda erythrochlamys,Certhilauda_erythrochlamys,Certhilauda erythrochlamys,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,19.7,-0.4166666699999979,44.72222222,45.13888889,NA,0,0,TRUE,Dune Lark,NA,NA,NA,NA,NA,NA,0.09259278682782489,0.09423162496311692,0.0619916760279678,NA,0.08561375272299192,28.1,3.3357695763397
certhilauda semitorquata,Certhilauda_semitorquata,Certhilauda semitorquata,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,20.7,0.972222219999999,41.38888889,40.41666667,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.41,3.6990772790903823
certhilauda subcoronata,Certhilauda_subcoronata,Certhilauda subcoronata,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,21.7,-1.388888890000004,41.38888889,42.77777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.41,3.6990772790903823
chersomanes albofasciata,Chersomanes_albofasciata,Chersomanes albofasciata,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,15.7,-2.5,40,42.5,NA,0,0,TRUE,Spike-heeled Lark,2,NA,NA,0,0,0,0.16229864091884688,0.0769610411361284,0.09531017980432493,NA,0.21772348384487053,24.7,3.2068032436339315
chersophilus duponti,Chersophilus_duponti,Chersophilus duponti,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,25.9,0.4166666599999971,41.94444444,41.52777778,NA,0,0,TRUE,Dupont's Lark,NA,NA,NA,NA,NA,NA,NA,0.054982134417353196,0.11911499686317363,0.1351326739914964,0.1011851442473456,39.4,3.673765816303888
eremalauda dunni,Eremalauda_dunni,Eremalauda dunni,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,23.7,2.083333339999996,47.91666667,45.83333333,NA,0,0,TRUE,Dunn's Lark,NA,NA,NA,NA,NA,NA,NA,0.013667638728663835,0.09954157060614778,0.09950841541290192,NA,20.5,3.0204248861443626
eremalauda starki,Eremalauda_starki,Eremalauda starki,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,25.1,-0.9722222200000061,43.88888889,44.86111111,NA,0,0,TRUE,Stark's Lark,2,NA,NA,0,0,0,-0.005390848634876534,0.06093255099515752,0.04182651494626072,NA,0.030077455237277954,18.55,2.920469789053444
eremophila alpestris,Eremophila_alpestris,Eremophila alpestris,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,38.6,3.194444439999998,50.69444444,47.5,NA,0,0,TRUE,Horned Lark,2,3,1,0,0,0,0.08087847872093262,0.03603993648319687,0.0819825724913629,0.1128793480718536,0.06317890162153146,38.349999999999994,3.646754527813265
eremophila bilopha,Eremophila_bilopha,Eremophila bilopha,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,34.5,3.611111110000003,54.58333333,50.97222222,NA,0,0,TRUE,Temminck's Lark,NA,3,1,NA,NA,NA,NA,0.04338029563022496,0.08104121000312582,0.08923113372794261,0.08280590368423249,38.5,3.6506582412937387
eremopterix australis,Eremopterix_australis,Eremopterix australis,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,24.9,27.77777777,68.33333333,40.55555556,NA,0,0,TRUE,Black-eared Sparrow-Lark,NA,NA,NA,NA,NA,NA,-0.06899287148695143,-0.06491954609931573,0.035228691883743814,NA,-0.027398974188114388,14.5,2.6741486494265287
eremopterix griseus,Eremopterix_griseus,Eremopterix griseus,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,29.5,12.916666669999998,56.25,43.33333333,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2.772588722239781
eremopterix leucopareia,Eremopterix_leucopareia,Eremopterix leucopareia,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,22.3,7.777777780000001,51.11111111,43.33333333,NA,0,0,TRUE,Fischer's Sparrow-Lark,NA,NA,NA,NA,NA,NA,NA,0.011628037995118993,0.02663273256559898,NA,0.025533302005164845,14.5,2.6741486494265287
eremopterix leucotis,Eremopterix_leucotis,Eremopterix leucotis,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,29.2,26.805555559999995,69.02777778,42.22222222,NA,0,0,TRUE,Chestnut-backed Sparrow-Lark,NA,NA,NA,NA,NA,NA,NA,0,0.024660561821951622,NA,0.04525659158812086,16.4,2.797281334830153
eremopterix nigriceps,Eremopterix_nigriceps,Eremopterix nigriceps,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,24.9,16.80555555,61.94444444,45.13888889,NA,0,0,TRUE,Black-crowned Sparrow-Lark,NA,NA,NA,NA,NA,NA,0.22314355131420976,-0.006042314455962698,0.047172544206170446,0.03263692931302253,-0.03802739558923925,13.5,2.6026896854443837
eremopterix signatus,Eremopterix_signatus,Eremopterix signatus,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,25.5,20.138888890000004,59.58333333,39.44444444,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7,2.7536607123542622
eremopterix verticalis,Eremopterix_verticalis,Eremopterix verticalis,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,27.6,20.27777778,65,44.72222222,NA,0,0,TRUE,Grey-backed Sparrow-Lark,2,NA,NA,0,0,0,0,-0.028987536873252298,0.03415891881131886,NA,0.008097210232619303,17,2.833213344056216
galerida cristata,Galerida_cristata,Galerida cristata,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,26.7,2.777777779999994,41.38888889,38.61111111,NA,0,0,TRUE,Crested Lark,2,NA,NA,0,0,0,0.024637304385385295,0.011928570865273812,0.06219124722025911,0.0679631820189353,0.04628075256400618,44.650000000000006,3.7988543073225083
galerida deva,Galerida_deva,Galerida deva,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,29.5,-1.9444444499999989,39.58333333,41.52777778,NA,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.89,2.9902170928658807
galerida magnirostris,Galerida_magnirostris,Galerida magnirostris,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,29.5,-1.9444444400000052,40.13888889,42.08333333,NA,0,0,TRUE,Large-billed Lark,NA,NA,NA,NA,NA,NA,0.14310084364067324,-0.008130126083250176,0.059423420470800806,NA,0.01951281422358172,42,3.7376696182833684
galerida malabarica,Galerida_malabarica,Galerida malabarica,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,29.2,-1.527777780000001,41.25,42.77777778,NA,0,0,TRUE,Malabar Lark,NA,NA,NA,NA,NA,NA,0.04979066450301561,NA,0.07484789079643248,NA,NA,34.15,3.530762586016799
galerida modesta,Galerida_modesta,Galerida modesta,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,20.7,-0.555555560000002,45,45.55555556,NA,0,0,TRUE,Sun Lark,NA,NA,NA,NA,NA,NA,0.19153821189887874,-0.11778303565638351,0.02525386732120341,NA,0.008097210232619303,19.9,2.990719731730447
galerida theklae,Galerida_theklae,Galerida theklae,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,23.3,-1.111111110000003,42.63888889,43.75,NA,0,0,TRUE,Thekla Lark,NA,NA,NA,NA,NA,NA,-0.08994823666293952,0.003960401216096914,0.05496967654054897,0.050010420574661416,0.04546237407675741,35.6,3.572345637857985
heteromirafra archeri,Heteromirafra_archeri,Heteromirafra archeri,Passeriformes,Alaudidae,Terrestrial,more_2D,2D,14.8,-0.13888888999999693,47.36111111,47.5,NA,0,0,TRUE,Archer's Lark,NA,NA,NA,NA,NA,NA,NA,0.04736768882288906,0.012658396871923465,NA,-0.012739025777429826,30,3.4011973816621555
